rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
437,32.6,3R Financial Services Ltd,,tier_4,2,433,0,ifa,03300388938,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
438,32.2,A S Financial,,tier_3,7,978,5,mortgage_adviser,02081668476,,,1,0.38,33,50,0,multi_asset_cautious,20,,,False,,,
439,32.2,Adams & Poole Financial Services Ltd,1017367,tier_4,2,23,0,fa_restricted,+443335774452,ST14 8AZ,adamsandpoolefs.co.uk,2,0.88,23,50,30,multi_asset_cautious,25,Appointed representative,15565616,True,,,
440,32.2,Ellis Davies Financial Planning,,tier_4,3,65,0,ifa,03300388938,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
441,32.2,Cornerstone Financial Planning,,tier_4,2,51,0,ifa,03300388938,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
442,32.2,Perspective (Marlborough Place),,tier_4,2,32,0,ifa,03300388940,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
443,32.1,Regent Wealth Financial Planning Ltd,1033092,tier_4,1,15,1,ifa,+4407951815392,W1G 0EF,,1,0.75,14,60,25,multi_asset_cautious,30,Appointed representative,16376983,True,,,
444,32.0,Navigation Wealth Management Ltd,,tier_3,6,351,2,fa_restricted,03300388938,,,2,0.38,30,50,0,multi_asset_cautious,25,,,False,,,
445,32.0,iWealth Financial Ltd,0113238,tier_4,1,131,0,ifa,01132385317,,,1,0.5,15,60,20,multi_asset_cautious,30,,,True,,,
446,31.8,Clearwater Wealth Management,450752,tier_4,2,28,1,fa_restricted,+441548856096,TQ7 1NY,www.clearwaterfinancialplanning.co.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,05764001,True,,,
447,31.8,First Class Financial Solutions Ltd,452232,tier_4,2,64,1,fa_restricted,+441268568747,SS11 8YB,www.fcfs.org.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,05723944,True,,,
448,31.8,CNS Financial Solutions Limited,945787,tier_4,2,48,1,fa_restricted,+447414750874,DD11 1JD,www.cnsfinancial.co.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,SC681926,True,,,
449,31.8,Credius Wealth Limited,542818,tier_4,1,233,1,fa_restricted,+442075625858,EC4V 4AB,credius.com,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,06186222,True,,,
450,31.8,Wilson Wealth Advisory,1011940,tier_4,1,203,1,fa_restricted,+4401313630070,EH41 3HA,www.wilsonfinancialadvice.co.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,SC754532,True,,,
451,31.8,Wotton Wealth Management Limited,629683,tier_4,1,124,1,fa_restricted,+441322404854,DA5 1LR,www.wottonwealth.co.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,09097953,True,,,
452,31.8,Clinton Kennard Associates Ltd,498916,tier_4,1,186,1,fa_restricted,+441202821232,SO19 8GX,www.clintonkennard.co.uk,1,0.88,22,50,30,multi_asset_cautious,25,Appointed representative,06931625,True,,,
453,31.8,Amber River Johnston Financial,,tier_4,4,32,2,ifa,01312680099,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
454,31.8,Blue Heron Financial Services Limited,,tier_4,3,94,2,fa_restricted|ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
455,31.8,Perspective (Thornton Springer) Ltd,,tier_4,3,65,2,ifa,02081668476,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
456,31.8,Matheson Charles Limited,,tier_4,3,31,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
457,31.8,J Edward Sellars,,tier_4,3,46,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
458,31.8,DS Howell Financial Services Ltd,,tier_4,3,99,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
459,31.8,Hoxton Wealth,,tier_4,2,57,2,ifa,02081668476,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
460,31.8,Church's Financial Planning,,tier_4,2,76,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
461,31.8,Peter Neal Pensions LLP,,tier_4,2,42,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
462,31.8,Price Ferguson (Esher) Limited,,tier_4,2,21,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
463,31.8,Furnley House - Financial Planning Partners,,tier_4,2,72,1,ifa,01162389953,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
464,31.8,Slaiyburn Financial Planning,,tier_4,2,82,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
465,31.8,WealthConnect Financial Planning Limited,,tier_4,2,33,1,ifa,01134279378,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
466,31.8,First Equitable (UK) Ltd,,tier_4,2,49,1,ifa,01512219238,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
467,31.8,Medical & General Financial Solutions Ltd,,tier_4,2,30,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
468,31.8,Greycoat Financial Services Limited,,tier_4,1,123,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
469,31.8,Audley Wealth,,tier_4,1,128,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
470,31.8,Compton Financial Services,,tier_4,1,161,1,ifa,02081667217,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
471,31.8,Slipaczek Chartered Financial Planners,,tier_4,1,393,1,ifa,02081667217,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
472,31.8,Liberty IFA,,tier_4,1,154,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
473,31.8,WLS Investment Partnership Ltd,,tier_4,1,183,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
474,31.8,Four Seasons Financial Planning,,tier_4,1,190,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
475,31.8,Brady Financial Planning,,tier_4,1,224,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
476,31.8,David Ruler Financial Planning Limited,,tier_4,1,199,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
477,31.8,Giles Warren Financial Ltd,,tier_4,1,175,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
478,31.8,Strategic Vision Wealth Management,,tier_4,1,167,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
479,31.8,Steven Green Financial Planning,,tier_4,1,142,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
480,31.8,ilumiti,,tier_4,1,111,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
481,31.8,Squirrel Financial Planning LTD,,tier_4,1,176,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
482,31.8,365ifa,,tier_4,1,117,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
483,31.8,Orchard Wealth Limited,,tier_4,1,101,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
484,31.8,Blueberry Financial Ltd,,tier_4,1,102,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
485,31.8,Whitebeam Independent Financial Advice Ltd,,tier_4,1,141,1,ifa,01213668422,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
486,31.8,Meriden Financial Planning Limited,,tier_4,1,286,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
487,31.8,Chapter House Wealth Management Ltd,,tier_4,1,165,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
488,31.8,Sigma Wealth Partners Limited,,tier_4,1,124,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
489,31.8,Fresh Approach Financial Planning Limited,,tier_4,1,274,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
490,31.8,Hannah Cowell Financial Services Ltd,,tier_4,1,302,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
491,31.8,Credencis,,tier_4,1,290,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
492,31.8,Temple Bar Independent Financial Advice Limited,,tier_4,1,177,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
493,31.8,Grange Estates Wealth Management,,tier_4,1,291,1,ifa,01157740081,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
494,31.8,Wealth Transfer Specialist,,tier_4,1,138,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
495,31.8,Harmony Wealth Management,,tier_4,1,120,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
496,31.8,MDM Wealth Ltd,,tier_4,1,106,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
497,31.8,BBT Group Ltd,,tier_4,1,106,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
498,31.8,Stepping Stones Financial Solutions Ltd.,,tier_4,1,114,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
499,31.8,Raven Wealth,,tier_4,1,123,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
500,31.8,Vantreo Wealth Management Ltd,,tier_4,1,104,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
501,31.8,Innes Reid,,tier_4,1,101,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
502,31.8,Individual Financial Services,,tier_4,1,281,1,ifa,01612198546,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
503,31.8,Fleming & Co Wealth Management Ltd,,tier_4,1,182,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
504,31.8,Charnock & Adlington Wealth Planning,,tier_4,1,159,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
505,31.8,Chris Lunt IFA Limited,,tier_4,1,387,1,ifa,01512219238,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
506,31.8,Christina Clegg Financial Planning Services Limited,,tier_4,1,379,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
507,31.8,Cummins Financial Advisers Limited,,tier_4,1,132,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
508,31.8,ALLISONS FINANCIAL PLANNING LTD,,tier_4,1,178,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
509,31.8,Spectrum Independent Financial Services,,tier_4,1,129,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
510,31.8,Perspective (Springfield),,tier_4,1,151,1,ifa,01772937317,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
511,31.8,Finli,,tier_4,1,218,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
512,31.8,Barker Sutcliffe and Associates Ltd,,tier_4,1,147,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
513,31.8,Lloyd & Co. Financial Planning,,tier_4,1,128,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
514,31.8,HGH Wealth Management Ltd,,tier_4,1,108,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
515,31.8,Perspective (Hawley & Wood),,tier_4,1,209,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
516,31.8,KPW Investments LLP,,tier_4,1,207,1,ifa,01413760059,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
517,31.8,Just Financial Group Ltd.,,tier_4,1,190,1,ifa,01413760059,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
518,31.8,17 Wealth Management,,tier_4,1,276,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
519,31.8,MX Independent Financial Services Ltd,,tier_4,1,293,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
520,31.8,Adelp Financial Solutions Ltd,,tier_4,1,123,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
521,31.8,Wirral Financial Services Ltd,,tier_4,1,131,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
522,31.8,Boulton Financial Services Ltd,,tier_4,1,230,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
523,31.8,More Than Mortgages Limited,,tier_4,1,123,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
524,31.8,Finura Partners,,tier_4,1,101,1,ifa,01172950022,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
525,31.8,Aureus Wealth Management,,tier_4,1,117,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
526,31.8,Positive Wealth Creation Ltd,,tier_4,1,228,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
527,31.8,Rogerstone IFA,,tier_4,1,156,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
528,31.8,Affinity Financial Advisors Ltd,,tier_4,1,123,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
529,31.8,TT Wealth Limited,,tier_4,1,223,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
530,31.8,Toby Evans Financial Planning Ltd,,tier_4,1,129,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
531,31.8,Savvy Wealth Management,,tier_4,1,232,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
532,31.8,Ian D Campbell Independent Financial Services Ltd,,tier_4,1,131,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
533,31.8,JM Wealth,,tier_4,1,137,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
534,31.8,Affinity Financial Management Limited,,tier_4,1,154,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
535,31.8,LM Financial Planning,,tier_4,1,146,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
536,31.8,Polaris Wealth Management Ltd,,tier_4,1,147,1,ifa,01144469457,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
537,31.8,Sense Financial Solutions Limited,,tier_4,1,277,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
538,31.8,Balance: Wealth Planning Limited  |  Chartered Financial Planners  |  Life Planning Experts  |  Pension Transfer Specialists,,tier_4,1,148,1,ifa,01157749092,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
539,31.8,TC Group Financial Planning Llp,,tier_4,1,148,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
540,31.8,MISSION FINANCIAL PLANNING LIMITED,,tier_4,1,108,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
541,31.8,Seven Stars Private Wealth Limited,,tier_4,1,102,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
542,31.8,DMH Private Wealth Limited,,tier_4,1,113,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
543,31.8,The Mortgage Centre (NI),,tier_4,1,221,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
544,31.8,Sheraton Financial Planning Ltd,,tier_4,1,288,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
545,31.8,Lonsdale Wealth Management,,tier_4,1,106,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
546,31.8,Blyth Wealth Management Limited,,tier_4,1,123,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
547,31.8,Barwells Wealth,,tier_4,1,114,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
548,31.8,Advice2U,,tier_4,1,138,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
549,31.8,Robertsons & Crawford Limited,,tier_4,1,127,1,ifa,01184430189,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
550,31.8,In Partnership,,tier_4,1,123,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
551,31.8,Manning and Company,,tier_4,1,283,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
552,31.8,Independent Personal Financial Management Ltd,,tier_4,1,125,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
553,31.8,Sweeny Wealth Management Ltd,,tier_4,1,152,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
554,31.8,D O'Kane Financial Services Limited,,tier_4,1,173,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
555,31.8,Amber River East Anglia,,tier_4,1,270,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
556,31.8,CARRON FINANCIAL SERVICES,,tier_4,1,136,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
557,31.8,Duchy IFA,,tier_4,1,169,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
558,31.8,One50 Financial Planning Ltd,,tier_4,1,103,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
559,31.7,Line Financial Services,945895,tier_4,1,67,1,ifa,+441702431130,RH8 9DE,,1,0.62,13,60,25,multi_asset_cautious,30,Appointed representative,,True,,,
560,31.6,De Mellow & Co Ltd,,tier_3,9,261,7,fa_restricted,02381159951,,,1,0.38,29,50,0,multi_asset_cautious,25,,,False,,,
561,31.6,HJP Chartered Financial Planners,,tier_3,7,285,7,fa_restricted,03300388938,,,1,0.38,29,50,0,multi_asset_cautious,25,,,False,,,
562,31.6,Twelve Wealth Management Ltd,,tier_3,5,173,3,fa_restricted,02035510160,,,1,0.38,29,50,0,multi_asset_cautious,25,,,False,,,
563,31.4,Discover Financial Ltd,1000944,tier_4,2,171,2,fa_restricted,+4401302456694,DN2 5JE,https://www.discover-financial.co.uk,1,0.75,21,50,30,multi_asset_cautious,25,Appointed representative,,True,,,
564,31.4,Alan Ellis Financial Services Limited,,tier_4,3,5,0,ifa,03300388940,,,3,0.38,14,60,18,multi_asset_cautious,30,,,False,,,
565,31.2,Gallimore Wealth Management LLP,,tier_3,4,311,4,fa_restricted,02035510160,,,3,0.38,26,50,8,multi_asset_cautious,25,,,False,,,
566,31.2,Evergreen Financial Planning LTD,,tier_3,4,134,4,fa_restricted,02035510160,,,4,0.38,26,50,8,multi_asset_cautious,25,,,False,,,
567,31.2,Positive Solutions,,tier_3,4,430,4,fa_restricted|mortgage_adviser,03300388940,,,4,0.38,26,50,8,multi_asset_cautious,25,,,False,,,
568,31.2,FirmStone Wealth,,tier_3,3,124,3,fa_restricted,02035446810,,,3,0.38,26,50,8,multi_asset_cautious,25,,,False,,,
569,31.2,Sustainable Financial Planning Ltd,0161300,tier_4,1,66,1,ifa,01613000019,,,1,0.5,13,60,20,multi_asset_cautious,30,,,True,,,
570,31.1,Mattioli Woods,0116448,tier_4,3,110,2,fa_restricted,01224228770,LE1 6RU,,2,0.62,24,50,15,multi_asset_cautious,25,,,True,,,
571,31.1,Ardent Wealth Ltd,500982,tier_4,2,114,1,fa_restricted,+447960973317,NR18 0YU,,2,0.62,24,50,15,multi_asset_cautious,25,Appointed representative,,True,,,
572,31.0,PKS Associates,186432,tier_4,1,132,0,fa_restricted,+441788536545,CV22 7DE,www.pksassociates.co.uk,1,0.88,20,50,30,multi_asset_cautious,25,Appointed representative,08747875,True,,,
573,31.0,Masterplan Wealth,,tier_4,3,51,0,ifa,01213476924,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
574,31.0,HFMC Wealth,,tier_4,2,31,0,ifa,02035510160,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
575,31.0,Bob Little & Co Ltd,,tier_4,2,44,0,ifa|mortgage_adviser,03300388938,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
576,31.0,Chapelwood Financial Planning ltd,,tier_4,2,42,0,ifa,03300388940,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
577,31.0,PFM Associates,,tier_4,2,63,0,ifa|mortgage_adviser,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
578,31.0,Advanced IFA Ltd,,tier_4,2,37,0,ifa,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
579,31.0,Better Financial Planning Ltd,,tier_4,2,29,0,ifa,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
580,31.0,Radcliffe & Newlands,,tier_4,1,130,0,ifa,02035510160,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
581,31.0,Portcullis Wealth Planning Ltd,,tier_4,1,216,0,ifa,03300388940,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
582,31.0,Future Financial Planning Limited,,tier_4,1,116,0,ifa,03300388942,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
583,31.0,UnaVida Wealth Management Ltd,,tier_4,1,136,0,ifa,01184430107,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
584,31.0,Edward Frazer Ltd,,tier_4,1,104,0,ifa,03300388938,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
585,31.0,The Premier Partnership Limited,,tier_4,1,119,0,ifa,03300388940,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
586,31.0,Otus Financial Planning,,tier_4,1,167,0,ifa,01619377600,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
587,31.0,Halcyon Financial Planning Ltd,,tier_4,1,115,0,ifa,03300388942,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
588,31.0,Daniel Hyde Financial Services,,tier_4,1,105,0,ifa,03300388938,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
589,31.0,Ribble Wealth Management Limited,,tier_4,1,145,0,ifa,03300388942,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
590,31.0,Fairstone Liversedge,,tier_4,1,152,0,ifa,03300388941,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
591,31.0,Wolds Financial Planning Ltd,,tier_4,1,102,0,ifa,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
592,31.0,Phillip Bates & Co Financial Services Limited,,tier_4,1,173,0,ifa,01513537186,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
593,31.0,Neligan Financial,,tier_4,1,133,0,ifa,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
594,31.0,Otter Financial Services,,tier_4,1,101,0,ifa,03300388940,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
595,31.0,Fountain Wealth Management,,tier_4,1,195,0,ifa,03300388940,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
596,31.0,Aspen Wealth Management LLP,,tier_4,1,203,0,ifa,03300388939,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
597,31.0,Oculus Wealth Management Limited,,tier_4,1,103,0,ifa,03300388938,,,1,0.38,15,60,10,multi_asset_cautious,30,,,False,,,
