Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
833,14,dfm,968400,Cadro Technologies Limited,London,W1J 6BD,+4402038362302,www.cadro.com,18,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
834,14,dfm,647122,Accredo Financial Services Limited,Manchester,M12 6JH,+4401733595450,www.accredofinancialservices.com,8,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
835,14,dfm,998644,Everys Financial Services Limited,Cirencester,GL7 5JB,+441285283800,www.execapman.com,8,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
836,14,dfm,954553,Kinetic Private Investments Limited,Newcastle Upon Tyne,NE13 8BR,+441913002082,www.kpi.co.uk,5,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
837,14,dfm,992232,BARRAS CAPITAL MANAGEMENT PLC,Chelmsford,CM1 1HT,+443332248069,www.barrascapital.com,5,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
838,14,dfm,486368,BT Pension Scheme Management Limited,London,EC3N 2LB,+4402039785202,https://brightwellpensions.com/,110,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
839,14,dfm,610305,Safran (South West) Limited,Exeter,EX1 1QT,+4401392277111,www.randalls.co.uk,5,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
840,14,dfm,1018622,Intrinsic Capital London Limited,London,W1S 4JJ,+442033624470,www.intrinsic.london,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
841,14,dfm,582190,Newcore Capital Management Finance LLP,London,W1F 9BQ,+442079250616,www.newcorecapital.com,15,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
842,14,dfm,599262,Njord Partners LLP,London,W1F 9EL,+442039633175,www.njordpartners.com,14,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
843,14,dfm,647928,Praxis Capital Limited,Manchester,M2 4WU,+442077818030,www.praxiscapital.co.uk,16,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
844,14,dfm,189221,Shackleton Finance Limited,Edinburgh,EH2 1DD,+4401962842621,www.shackletonventures.com,10,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
845,14,dfm,434823,Palatium Investment Management Limited,Milton Keynes,MK9 3EL,+4407909975863,www.palatium.com,18,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
846,14,dfm,198007,Stonesfield Capital Limited,London,W1H 5QL,+4407770750304,,10,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
847,14,dfm,441120,TLcom Capital LLP,London,W1W 7LT,+442082377070,www.tlcomcapital.com,12,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
848,14,dfm,931264,Atlantic House Investments Limited,London,EC2M 3TP,+4402070430100,www.atlantichousegroup.com,54,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
849,14,dfm,749440,Causeway Securities Limited,Belfast,BT1 6PA,+442895921143,www.causeway-securities.com,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
850,14,dfm,796721,BLU Family Office Limited,Richmond,TW9 1QH,+4402081661223,https://www.blu-im.com/,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
851,14,dfm,780642,INVESTEC INTERNATIONAL PRIVATE OFFICE LIMITED,London,EC2V 7QP,+442075974000,,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
852,14,dfm,571590,MOYES Financial Planning Limited,Colchester,CO2 8JX,+4401206266939,www.moyes.investments,6,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
853,14,dfm,564876,PLAIN ENGLISH FINANCE LTD.,London,SO17 1XS,+447775892474,www.plainenglishfinance.co.uk,9,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
854,14,ifa,760681,Delin Advisors LTD,London,WC2B 5LT,+4402074871244,www.delinproperty.com,19,True,False,False,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
855,14,dfm,770606,VINCO WEALTH MANAGEMENT LIMITED,Worcester,WR1 1HB,+442039500200,www.vincowealth.co.uk,18,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
856,13,ifa,808170,Capital D Management LLP,London,WC2R 1LA,+447796690793,www.capitalD.com,22,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
857,13,ifa,124520,TP ICAP Markets Limited,London,EC2M 3TP,+442070005734,https://tpicap.com/tpicap/,1828,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
858,13,ifa,139200,Tradition (UK) Limited,London,EC2N 4AY,+4402071981500,www.tradition.com,800,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
859,13,dfm,142888,Goldman Sachs International,London,EC4A 4AU,+442077741000,https://www.goldmansachs.com/,11195,True,True,True,True,False,True,True,False,,,,False,True,0.5,15,15,20,13,18,13,3,8
860,13,ifa,147543,TRADITION FINANCIAL SERVICES LTD.,London,EC2N 4AY,+4402071981500,www.tradition.com,437,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
861,13,ifa,154234,TP ICAP Broking Limited,London,EC2M 3TP,+4402072007000,https://tpicap.com/tpicap/,1591,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
862,13,dfm,165935,Morgan Stanley & Co. International Plc,London,E14 4QA,+4402074258000,www.morganstanley.com,9601,True,True,True,True,False,True,True,False,,,,False,True,0.5,15,15,20,13,18,13,3,8
863,13,ifa,174863,Kyte Broking Limited,London,W1U 8EW,+4402039258321,https://market-securities.com/kbl/,788,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
864,13,dfm,179213,King & Shaxson Limited,London,EC3M 6AL,+442074265950,www.kingandshaxson.com,193,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
865,13,ifa,184256,Britannic Energy Trading Limited,London,E14 5HZ,+447827257248,https://www.bp.com/en/global/bp-supply-trading-and-shipping.html,554,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
866,13,ifa,224540,GMO U.K. LIMITED,London,SE1 9BG,+442078147600,www.gmo.com,83,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
867,13,ifa,225544,Louis Capital Markets UK LLP,London,EC2M 3TP,+4402072007000,https://tpicap.com/tpicap/,334,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
868,13,ifa,469094,Mitsui Bussan Commodities Ltd,London,EC4M 7DX,+4402074896600,www.mbcl.com,177,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
869,13,dfm,478424,Forte Securities Limited,London,W1F 9EE,+442070994950,http://www.fortesecurities.com/,325,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
870,13,ifa,507219,OTC Europe LLP,London,EC2A 1AF,+4402077268601,www.otcgh.com,145,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
871,13,ifa,653770,SQUARE GLOBAL LIMITED,London,W1S 1BG,+4402080502985,https://squareglobalmarkets.com,87,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
872,13,dfm,688829,Markovtech Capital Limited,London,SW1X 7QA,+447770268931,https://markovtech.com,22,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
873,13,ifa,744446,OTALA.MARKETS LTD,London,EC2Y 5EA,+442030970280,www.otala.markets,41,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
874,13,ifa,765691,Ardea Partners International LLP,London,W1S 1AA,+442038488700,www.ardeapartners.com,50,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
875,13,ifa,781578,Arrow Futures (UK) Limited,London,SW3 3DD,+442036648000,www.arrowship.com,30,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
876,13,ifa,812950,Dean Wetton Advisory UK Limited,London,EC4M 7JN,+442034225000,http://www.deanwettonadvisory.com/,16,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,15,13,18,13,3,8
877,13,dfm,814006,Oaktree Capital Management (International) Limited,London,SW1E 5DH,+442072014600,www.oaktreecapital.com,23,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
878,13,dfm,814517,London Treasury Limited,London,WC1V 7QH,+447549207011,https://londontreasury.org/,23,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
879,13,dfm,815140,NORDEA ASSET MANAGEMENT UK LTD.,London,EC2V 7AZ,+442077269157,https://www.nordea.co.uk/en/professional/,27,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
880,13,ifa,816802,Balanz Capital UK LLP,London,W6 8DA,+442038215640,https://balanz.uk/,25,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
881,13,ifa,823275,Knight Frank Capital Advisory LLP,London,W1U 8AN,+442039096846,https://www.knightfrank.co.uk/capital-advisory,22,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
882,13,ifa,823316,Carne International Financial Services (UK) Limited,London,EC3V 3NF,+442045794100,https://www.carnegroup.com/,92,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
883,13,dfm,823662,ARES SYSTEMATIC CREDIT LIMITED,London,W1S 3BE,+442031461500,https://www.aresmgmt.com,40,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
884,13,ifa,824031,Azura Partners Ltd,London,W1S 4HU,+4402035106758,https://azura.com/,23,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
885,13,dfm,829695,Welrex Ltd,London,W1K 6WE,+443330069989,www.welrex.com,9,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,10,13,18,13,3,8
886,13,dfm,822097,Systematica Investments UK LLP,London,EC4R 9AF,+442031805761,www.systematica.com,57,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
887,13,dfm,832940,Fidera Limited,London,W1S 3AN,+4402038145200,www.fidera.eu,25,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
888,13,dfm,190662,Sculptor Capital Management Europe Limited,London,W1U 8EQ,+4402077584400,www.sculptor.com,126,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
889,13,ifa,193027,Marex Spectron International Limited,London,EC2M 3TQ,+4402076556000,www.marex.com,575,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
890,13,dfm,777162,Asset Capital Management UK Limited,London,EC1Y 1AA,+442036213100,www.euro.capital,6,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,10,13,18,13,3,8
891,13,dfm,796070,"A&M CAPITAL ADVISORS EUROPE, LLP",London,W1K 4PZ,+442070730527,https://www.a-mcapital.com/europe/,21,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
892,13,dfm,224359,Autonomy Capital Research LLP,London,EC2A 2AP,+4402075920387,https://autonomycapital.com,44,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
893,13,dfm,124491,"JPMorgan Chase Bank, National Association",London,E14 5JP,+442034936310,www.jpmorganchase.com,10510,True,True,True,True,False,True,True,False,,,,False,True,0.5,15,15,20,13,18,13,3,8
894,13,ifa,784063,EBURY PARTNERS MARKETS LTD,London,SW1E 5JL,+4402038726670,www.ebury.com,57,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
895,13,ifa,124341,TP ICAP MTF LIMITED,London,EC2M 3TP,+4402070005000,https://tpicap.com/tpicap/,85,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
896,13,dfm,484392,Chenavari Credit Partners LLP,London,SW1E 5JL,+4402072593600,www.chenavari.com,116,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
897,13,dfm,539399,Milliman Financial Strategies Limited,London,EC3M 8AA,+4402078471555,www.milliman.com,23,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
898,13,ifa,145243,Mitsubishi UFJ Baillie Gifford Asset Management Limited,Edinburgh,EH1 3AN,+441312752000,www.bailliegifford.com,139,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
899,13,ifa,607483,ROTHSCHILD & CO GLOBAL MARKETS SOLUTIONS LIMITED,London,EC4N 7BL,+442070002020,www.rothschildandco.com,456,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
900,13,ifa,761167,RoundShield Partners LLP,London,W1F 7PA,+442035975100,www.roundshield.com,90,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
901,13,dfm,779025,Whitecroft Capital Management LLP,London,SW1W 9BJ,+442037093816,www.whitecroftcapital.com,7,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,10,13,18,13,3,8
902,13,ifa,452050,Alchemy Special Opportunities LLP,London,WC2E 9ES,+4402072409596,www.alchemypartners.co.uk,38,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
903,13,dfm,592969,KKR Credit Advisors (EMEA) LLP,London,W1S 1JY,+442078399800,www.kkr.com,121,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
904,13,dfm,733534,Macquarie Investment Management Europe Limited,London,EC2Y 9HD,+447785633067,https://www.macquarie.com/uk/en.html,195,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
905,13,dfm,755396,Cross Ocean Adviser LLP,London,SW1Y 4AH,+442076536206,www.crossoceanpartners.com,21,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
906,13,ifa,172405,Coller Capital Limited,London,W1K 6AF,+442076318500,www.collercapital.com,100,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
907,13,dfm,766786,Diagram Capital Ltd,London,EC2V 6JP,+4402037505503,www.diagramcapital.co.uk,28,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
908,13,ifa,538896,Societe Generale International Limited,London,E14 4SG,+4402076768777,https://sgildisclosure.societegenerale.com/en/,567,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
909,13,ifa,184882,Koch Metals Trading Limited,London,EC2V 7AF,+442076486532,https://www.kochmetals.com/,117,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
910,13,ifa,483062,Clearwater Corporate Finance LLP,Birmingham,B3 2NU,+4408450520340,www.clearwatercf.com,51,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
911,13,dfm,439327,Millennium Capital Partners LLP,London,W1K 4QJ,+442071078400,https://www.mlp.com/,1310,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
912,13,dfm,432783,King Street (Europe) LLP,London,SW1A 1JB,+4402070040100,https://www.kingstreet.com/,91,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
913,13,ifa,417741,Pamplona Capital Management LLP,London,W1K 1RA,+4402070798000,www.pamplonafunds.com,50,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
914,13,ifa,446361,Pallinghurst Advisors LLP,London,SW1Y 5LU,+4402075183399,www.pallinghurst.com,39,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
915,13,ifa,194126,Pareto Securities Limited,London,W1J 8DS,+4402077864370,www.paretosec.com,80,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
916,13,dfm,416024,Insight Investment International Limited,London,EC4V 4LA,+4402071634000,www.insightinvestment.com/,411,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
917,13,dfm,171458,Partner Capital Limited,London,W1S 4EY,+4402073550030,www.partnercapital.net,40,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
918,13,dfm,414858,"Park Square Capital, LLP",London,W1J 8LA,+4402075291800,www.parksquarecapital.com,73,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
919,13,dfm,650279,PARTNERS GROUP (UK) MANAGEMENT LTD,London,EC1M 6HA,+442075752500,www.partnersgroup.com,60,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
920,13,dfm,190267,Payden & Rygel Global Limited,London,EC2N 2AX,+4402076213000,www.payden.com,85,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
921,13,ifa,482269,Green Street Advisors (UK) Limited,London,W1S 2QN,+4402037937000,www.greenstreet.com,81,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
922,13,ifa,671952,BENTALLGREENOAK ADVISORS (UK) LLP,London,W1G 0AY,+442078668800,https://bgo.com/,22,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
923,13,ifa,474168,Greenhill & Co. International LLP,London,W1J 6BY,+4402071987400,www.mizuhogroup.com/,290,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
924,13,dfm,451634,Grosvenor Financial Asset Management Limited,London,E14 5RE,+4402079359998,http://www.grosvenor-financial.com/,30,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
925,13,ifa,534842,Miria Capital Advisors LLP,London,W1H 6DU,+4402073550620,www.miriagroup.com,28,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
926,13,ifa,190911,Guy Butler Limited,London,EC2M 1QS,+4402088282200,www.guybutler.co.uk,80,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
927,13,ifa,485435,Guggenheim Securities International Ltd,London,W1S 1YQ,+4407771840949,www.guggenheimsecurities.com,82,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
928,13,dfm,561640,Pemberton Capital Advisors LLP,London,SW1P 1WG,+442079939300,www.pembertonam.com,124,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
929,13,ifa,489934,Pearl Diver Capital LLP,London,W1S 2YX,+442039678033,https://www.pearldivercapital.com/,27,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
930,13,ifa,556927,Permian Global Advisors LLP,London,W1G 0LB,+442036173310,https://permianglobal.com/,27,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
931,13,ifa,628614,Peregrine & Black Limited,London,W1J 8BA,+442037501801,www.peregrineblack.com,39,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
932,13,dfm,465847,Permira Credit Limited,London,SW1Y 5NQ,+442076321160,www.permira.com,60,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
933,13,dfm,401546,Pharo Management (UK) LLP,London,SW7 1DR,+4402075918800,www.pharo.com,83,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,20,13,18,13,3,8
